article,name,birth,death,nationality,notable_21_century_works,era
Carlos_Micháns,Carlos Micháns,1950,,Dutch,,21st-century classical
Rolf_Martinsson,Rolf Martinsson,1956,,Swedish,,21st-century classical
Krzysztof_Meyer,Krzysztof Meyer,1943,,Polish,,21st-century classical
Elena_Mendoza,Elena Mendoza,1973,,Spanish,,21st-century classical
Usko_Meriläinen,Usko Meriläinen,1930,2004,Finnish,,21st-century classical
Max_Méreaux,Max Méreaux,1946,,French,,21st-century classical
Janez_Matičič,Janez Matičič,1926,,Slovenian,,21st-century classical
Wilfrid_Mellers,Wilfrid Mellers,1914,2008,English,,21st-century classical
John_Melby,John Melby,1941,,American,,21st-century classical
Cindy_McTee,Cindy McTee,1953,,American,,21st-century classical
Bruce_Mather,Bruce Mather,1939,,Canadian,,21st-century classical
Cecilia_McDowall,Cecilia McDowall,1961,,British,,21st-century classical
Mike_McFerron,Mike McFerron,1970,,American,,21st-century classical
Gérard_Masson,Gérard Masson,1936,,French,,21st-century classical
Benedict_Mason,Benedict Mason,1954,,British,,21st-century classical
David_Maslanka,David Maslanka,1943,2017,American,,21st-century classical
Paul_Méfano,Paul Méfano,1937,,French,,21st-century classical
Philip_Martin_(pianist),Philip Martin,1947,,Irish,,21st-century classical
Jorge_Martín_(composer),Jorge Martín,1959,,Cuban-American,,21st-century classical
Carlo_Martelli,Carlo Martelli,1935,,English,,21st-century classical
Liviu_Marinescu,Liviu Marinescu,1970,,Romanian,,21st-century classical
Pamela_J._Marshall,Pamela J. Marshall,1954,,American,,21st-century classical
Miklós_Maros,Miklós Maros,1943,,Hungarian,,21st-century classical
Albert_Markov,Albert Markov,1933,,Russian American,,21st-century classical
Ami_Maayani,Ami Maayani,1936,2019,Israeli,,21st-century classical
Kent_Kennan,Kent Kennan,1913,2003,American,,21st-century classical
Richard_Rudolf_Klein,Richard Rudolf Klein,1921,2011,German,,21st-century classical
Marcelo_Koc,Marcelo Koc,1918,2006,Argentine,,21st-century classical
Günter_Kochan,Günter Kochan,1930,2009,German,,21st-century classical
John_La_Montaine,John La Montaine,1920,2013,American,,21st-century classical
Ctirad_Kohoutek,Ctirad Kohoutek,1929,2011,Czech,,21st-century classical
Gabriela_Ortiz,Gabriela Ortiz,1964,,Mexican,,21st-century classical
Rytis_Mažulis,Rytis Mažulis,1961,,Lithuanian,,21st-century classical
William_Mayer_(composer),William Mayer,1925,2017,American,,21st-century classical
Marzena_Komsta,Marzena Komsta,1970,,Polish,,21st-century classical
Ruth_Lomon,Ruth Lomon,1930,2017,Canadian,,21st-century classical
David_Ludwig_(composer),David Ludwig,1974,,American,,21st-century classical
Tomás_Marco,Tomás Marco,1942,,Spanish,,21st-century classical
Giacomo_Manzoni,Giacomo Manzoni,1932,,Italian,,21st-century classical
John_Lunn,John Lunn,1956,,British,,21st-century classical
Enid_Luff,Enid Luff,1935,,Welsh,,21st-century classical
Zdeněk_Lukáš,Zdeněk Lukáš,1928,2007,Czech,,21st-century classical
Ivana_Loudová,Ivana Loudová,1941,2017,Czech,,21st-century classical
Luca_Lombardi,Luca Lombardi,1945,,Italian,,21st-century classical
David_Loeb_(composer),David Loeb,1939,,American,,21st-century classical
Yehoshua_Lakner,Yehoshua Lakner,1924,2003,Israeli,,21st-century classical
Peter_Lieberson,Peter Lieberson,1946,2011,American,,21st-century classical
Max_Lifchitz,Max Lifchitz,1948,,Colombian,,21st-century classical
Ingvar_Lidholm,Ingvar Lidholm,1921,2017,Swedish,,21st-century classical
Vasily_Lobanov,Vasily Lobanov,1947,,Russian,,21st-century classical
Harold_Levin,Harold Levin,1956,,American,,21st-century classical
Fred_Lerdahl,Fred Lerdahl,1943,,American,,21st-century classical
Tania_León,Tania León,1943,,Cuban,,21st-century classical
James_Lentini,James Lentini,1958,,American,,21st-century classical
Mikhail_Kollontay,Mikhail Kollontay,1952,,Russian,,21st-century classical
Stephen_Leek,Stephen Leek,1959,,Australian,,21st-century classical
Vlastimil_Lejsek,Vlastimil Lejsek,1927,2010,Czech,,21st-century classical
Jacques_Lenot,Jacques Lenot,1945,,French,,21st-century classical
Kamilló_Lendvay,Kamilló Lendvay,1928,2016,Hungarian,,21st-century classical
Édith_Lejet,Édith Lejet,1941,,French,,21st-century classical
Brent_Lee,Brent Lee,1964,,Canadian,,21st-century classical
Anne_Lauber,Anne Lauber,1943,,Canadian,,21st-century classical
Piotr_Lachert,Piotr Lachert,1938,2018,Polish,,21st-century classical
Ladislav_Kubík,Ladislav Kubík,1946,2017,Czech-American,,21st-century classical
Augustin_Kubizek,Augustin Kubizek,1918,2009,Austrian,,21st-century classical
Karl_Kroeger,Karl Kroeger,1932,,American,,21st-century classical
Victor_Lazzarini,Victor Lazzarini,1969,,Brazilian,,21st-century classical
Ramon_Lazkano,Ramon Lazkano,1968,,Spanish,,21st-century classical
Jaroslav_Krček,Jaroslav Krček,1939,,Czech,,21st-century classical
Claus_Kühnl,Claus Kühnl,1957,,German,Voller Sonnen,21st-century classical
Michael_Kugel,Michael Kugel,1946,,Russian,,21st-century classical
Veronika_Krausas,Veronika Krausas,1963,,Canadian,,21st-century classical
Leo_Kraft,Leo Kraft,1922,2014,American,,21st-century classical
Miklós_Kocsár,Miklós Kocsár,1933,2019,Hungarian,,21st-century classical
John_Metcalf_(composer),John Metcalf,1946,,British and Canadian,,21st-century classical
Pekka_Kostiainen,Pekka Kostiainen,1944,,Finnish,,21st-century classical
Mark_Kopytman,Mark Kopytman,1929,2011,Israeli,,21st-century classical
Peter_Paul_Koprowski,Peter Paul Koprowski,1947,,Canadian,,21st-century classical
Charles_Knox,Charles Knox,1929,,American,,21st-century classical
Adrian_Knight,Adrian Knight,1987,,Swedish,,21st-century classical
Jan_Klusák,Jan Klusák,1934,,Czech,,21st-century classical
Kjell_Mørk_Karlsen,Kjell Mørk Karlsen,1947,,Norwegian,,21st-century classical
Peter_Kiesewetter,Peter Kiesewetter,1945,2012,German,,21st-century classical
Valeri_Kikta,Valeri Kikta,1941,,Ukrainian,,21st-century classical
Wilhelm_Killmayer,Wilhelm Killmayer,1927,2017,German,Mörike-Lieder,21st-century classical
Max_E._Keller,Max E. Keller,1947,,Swiss,,21st-century classical
Don_Kay_(composer),Don Kay,1933,,Australian,,21st-century classical
Elena_Kats-Chernin,Elena Kats-Chernin,1957,,Australian,,21st-century classical
Yuriy_Oliynyk,Yuriy Oliynyk,1931,,Ukrainian,,21st-century classical
Laura_Karpman,Laura Karpman,1959,,American,,21st-century classical
Ivan_Karabyts,Ivan Karabyts,1945,2002,Ukrainian,,21st-century classical
Meyer_Kupferman,Meyer Kupferman,1926,2003,American,,21st-century classical
Otto_Joachim_(composer),Otto Joachim,1910,2010,German-born Canadian,,21st-century classical
Ričardas_Kabelis,Ričardas Kabelis,1957,,Lithuanian,,21st-century classical
Lars_Edlund,Lars Edlund,1922,2013,Swedish,,21st-century classical
Viktor_Kalabis,Viktor Kalabis,1923,2006,Czech,,21st-century classical
Matthew_Jones_(musician),Matthew Jones,1974,,British,,21st-century classical
Marta_Jiráčková,Marta Jiráčková,1932,,Czech,,21st-century classical
Ivan_Jevtić,Ivan Jevtić,1947,,Serbian/French,,21st-century classical
David_Johnson_(Scottish_composer),David Johnson,1942,2009,Scottish,,21st-century classical
Willem_Jeths,Willem Jeths,1959,,Dutch,,21st-century classical
Keith_Jarrett,Keith Jarrett,1945,,American,,21st-century classical
Karl_Montevirgen,Karl Montevirgen,1969,,American,,21st-century classical
Michael_Montes,Michael Montes,1958,,American,,21st-century classical
Michael_Jarrell,Michael Jarrell,1958,,Swiss,,21st-century classical
Kan_Ishii,Kan Ishii,1921,2009,Japanese,,21st-century classical
André_Isoir,André Isoir,1935,2016,French,,21st-century classical
Regina_Irman,Regina Irman,1957,,Swiss,,21st-century classical
Gabriel_Iranyi,Gabriel Iranyi,1946,,Romanian-born Israeli-German,,21st-century classical
Vyacheslav_Kuznetsov_(composer),Vyacheslav Kuznetsov,1955,,Belarusian,,21st-century classical
Akira_Ifukube,Akira Ifukube,1914,2006,Japanese,,21st-century classical
Richard_Ingham,Richard Ingham,1954,,Scottish,,21st-century classical
Anthony_Iannaccone,Anthony Iannaccone,1943,,American,,21st-century classical
Alexandru_Hrisanide,Alexandru Hrisanide,1936,2018,Romanian,,21st-century classical
Katherine_Hoover,Katherine Hoover,1937,2018,American,,21st-century classical
Steve_Heitzeg,Steve Heitzeg,1959,,American,,21st-century classical
Lee_Hoiby,Lee Hoiby,1926,2011,American,,21st-century classical
Lars_Hegaard,Lars Hegaard,1950,,Danish,,21st-century classical
Margriet_Hoenderdos,Margriet Hoenderdos,1952,2010,Dutch,,21st-century classical
Bernard_Hoffer,Bernard Hoffer,1934,,Swiss-born American,,21st-century classical
Joel_Hoffman_(composer),Joel Hoffman,1953,,Canadian,,21st-century classical
Philippe_Hersant,Philippe Hersant,1948,,French,,21st-century classical
Hanna_Havrylets',Hanna Havrylets',1958,,Ukrainian,,21st-century classical
Christos_Hatzis,Christos Hatzis,1953,,Greek Canadian,,21st-century classical
Frigyes_Hidas,Frigyes Hidas,1928,2007,Hungarian,,21st-century classical
Barbara_Heller,Barbara Heller,1936,,German,,21st-century classical
Wim_Henderickx,Wim Henderickx,1962,,Belgian,,21st-century classical
Henrik_Hellstenius,Henrik Hellstenius,1963,,Norwegian,,21st-century classical
Moya_Henderson,Moya Henderson,1941,,Australian,,21st-century classical
Teppo_Hauta-aho,Teppo Hauta-aho,1941,,Finnish,,21st-century classical
Richard_Harvey,Richard Harvey,1953,,British,,21st-century classical
Chris_Harman,Chris Harman,1970,,Canadian,,21st-century classical
James_Harley,James Harley,1959,,Canadian,,21st-century classical
Walter_Hartley,Walter Hartley,1927,2016,American,,21st-century classical
Lennie_Moore,Lennie Moore,1961,,American,,21st-century classical
Paul_Nelson_(composer),Paul Nelson,1929,2008,American,,21st-century classical
Garth_Neustadter,Garth Neustadter,1986,,American,,21st-century classical
David_Nevue,David Nevue,1965,,American,,21st-century classical
Ben_Moore_(composer),Ben Moore,1960,,American,,21st-century classical
Beata_Moon,Beata Moon,1969,,American,,21st-century classical
Marc_Wilkinson,Marc Wilkinson,1929,,Australian,,21st-century classical
Stephen_Whittington,Stephen Whittington,1953,,Australian,,21st-century classical
Halina_Harelava,Halina Harelava,1951,,Belarusian,,21st-century classical
Dika_Newlin,Dika Newlin,1923,2006,American,,21st-century classical
Peter_Aston,Peter Aston,1938,2013,English,,21st-century classical
Johnny_Arthey,Johnny Arthey,1930,2007,British,,21st-century classical
Nigel_Brooks,Nigel Brooks,1936,,English,,21st-century classical
Adrian_Bawtree,Adrian Bawtree,1968,,English,,21st-century classical
Monty_Adkins,Monty Adkins,1972,,British,,21st-century classical
Christopher_Bond_(composer),Christopher Bond,1992,,British,,21st-century classical
Barbara_Harbach,Barbara Harbach,1946,,American,,21st-century classical
Peter_Hannan_(composer),Peter Hannan,1953,,Canadian,,21st-century classical
Olga_Hans,Olga Hans,1971,,Polish,,21st-century classical
Eero_Hämeenniemi,Eero Hämeenniemi,1951,,Finnish,,21st-century classical
Stanley_Glasser,Stanley Glasser,1926,2018,South African,,21st-century classical
Bengt_Hallberg,Bengt Hallberg,1932,2013,American,,21st-century classical
Hermann_Haller_(composer),Hermann Haller,1914,2002,Swiss,,21st-century classical
Adolphus_Hailstork,Adolphus Hailstork,1941,,American,,21st-century classical
Cezary_Skubiszewski,Cezary Skubiszewski,1949,,Polish Australian,,21st-century classical
Barry_Guy,Barry Guy,1947,,British,,21st-century classical
Ronan_Guilfoyle,Ronan Guilfoyle,1958,,Irish,,21st-century classical
Ebbe_Grims-land,Ebbe Grims-land,1915,2015,Swedish,,21st-century classical
Denis_Gougeon,Denis Gougeon,1951,,Canadian,,21st-century classical
Ida_Gotkovsky,Ida Gotkovsky,1933,,French,,21st-century classical
Lars_Graugaard,Lars Graugaard,1957,,Danish,,21st-century classical
Carlos_Grätzer,Carlos Grätzer,1956,,Argentine,,21st-century classical
Helen_Grime,Helen Grime,1981,,Scottish,,21st-century classical
Julian_Grant,Julian Grant,1960,,English,,21st-century classical
Jani_Golob,Jani Golob,1948,,Slovenian,,21st-century classical
Ulf_Grahn,Ulf Grahn,1942,,Swedish,,21st-century classical
Philip_Grange,Philip Grange,1956,,English,,21st-century classical
Ulrich_Gasser,Ulrich Gasser,1950,,Swiss,,21st-century classical
Robert_Gauldin,Robert Gauldin,1931,,American,,21st-century classical
Bernard_Gilmore,Bernard Gilmore,1937,2013,American,,21st-century classical
Gareth_Glyn,Gareth Glyn,1951,,Welsh,,21st-century classical
David_Gillingham,David Gillingham,1947,,American,,21st-century classical
Jono_El_Grande,Jono El Grande,1973,,Norwegian,,21st-century classical
Suzanne_Giraud,Suzanne Giraud,1958,,French,,21st-century classical
Ada_Gentile,Ada Gentile,1947,,Italian,,21st-century classical
Erran_Baron_Cohen,Erran Baron Cohen,1968,,British,,21st-century classical
Sasha_Siem,Sasha Siem,1984,,British-Norwegian,,21st-century classical
Steven_Gellman,Steven Gellman,1947,,Canadian,,21st-century classical
Jiří_Gemrot,Jiří Gemrot,1957,,Czech,,21st-century classical
Crawford_Gates,Crawford Gates,1921,2018,American,,21st-century classical
Odette_Gartenlaub,Odette Gartenlaub,1922,2014,French,,21st-century classical
Wim_Franken,Wim Franken,1922,2012,Dutch,,21st-century classical
Luna_Alcalay,Luna Alcalay,1928,2012,Croatian born Austrian,,21st-century classical
John_Ferritto,John Ferritto,1937,2010,American,,21st-century classical
Orlando_Jacinto_Garcia,Orlando Jacinto Garcia,1954,,Cuban-American,,21st-century classical
James_Fulkerson,James Fulkerson,1954,,American,,21st-century classical
Alain_Gagnon,Alain Gagnon,1938,2017,Canadian,,21st-century classical
Sebastian_Forbes,Sebastian Forbes,1941,,English,,21st-century classical
Hans_Gefors,Hans Gefors,1952,,Swedish,,21st-century classical
Ralph_Lundsten,Ralph Lundsten,1936,,Swedish,,21st-century classical
Jacqueline_Fontyn,Jacqueline Fontyn,1930,,Belgian,,21st-century classical
Luca_Francesconi,Luca Francesconi,1956,,Italian,,21st-century classical
Nenad_Firšt,Nenad Firšt,1964,,Slovenian,,21st-century classical
John_Fodi,John Fodi,1944,2009,Canadian,,21st-century classical
Eloy_Fominaya,Eloy Fominaya,1925,2002,American,,21st-century classical
Graciane_Finzi,Graciane Finzi,1945,,French,,21st-century classical
Andrea_Ferrante,Andrea Ferrante,1968,,Italian,,21st-century classical
Juraj_Filas,Juraj Filas,1955,,Slovak,,21st-century classical
Ivan_Fedele,Ivan Fedele,1953,,Italian,,21st-century classical
Gabriel_Fernández_Álvez,Gabriel Fernández Álvez,1943,2008,Spanish,,21st-century classical
Philippe_Fénelon,Philippe Fénelon,1952,,French,,21st-century classical
Bruce_Faulconer,Bruce Faulconer,1951,,American,,21st-century classical
Jindřich_Feld,Jindřich Feld,1925,2007,Czech,,21st-century classical
Eibhlis_Farrell,Eibhlis Farrell,1953,,Irish,,21st-century classical
Manuel_de_Elías,Manuel de Elías,1939,,Mexican,,21st-century classical
Mark_Engebretson,Mark Engebretson,1964,,American,,21st-century classical
David_Fanshawe,David Fanshawe,1942,2010,English,,21st-century classical
Donald_Erb,Donald Erb,1927,2008,American,,21st-century classical
Helmut_Eder,Helmut Eder,1916,2005,Austrian,,21st-century classical
Ivo_van_Emmerik,Ivo van Emmerik,1961,,Dutch,,21st-century classical
Pozzi_Escot,Pozzi Escot,1933,,American,,21st-century classical
Ernest_van_der_Eyken,Ernest van der Eyken,1913,2010,Belgian,,21st-century classical
Paul_Elwood,Paul Elwood,1958,,American,,21st-century classical
Maija_Einfelde,Maija Einfelde,1939,,Latvian,,21st-century classical
Samuel_Dolin,Samuel Dolin,1917,2002,Canadian,,21st-century classical
Abel_Ehrlich,Abel Ehrlich,1915,2003,Israeli,,21st-century classical
Petr_Eben,Petr Eben,1929,2007,Czech,,21st-century classical
Fyodor_Druzhinin,Fyodor Druzhinin,1932,2007,Russian,,21st-century classical
Antoine_Duhamel,Antoine Duhamel,1925,2014,French,,21st-century classical
John_Eaton_(composer),John Eaton,1935,2015,American,,21st-century classical
Daniel_Dorff,Daniel Dorff,1956,,American,,21st-century classical
Eleanor_Cory,Eleanor Cory,1943,,American,,21st-century classical
Zulema_de_la_Cruz,Zulema de la Cruz,1958,,Spanish,,21st-century classical
Jean-Michel_Damase,Jean-Michel Damase,1928,2013,French,,21st-century classical
Christian_Eggen,Christian Eggen,1957,,Norwegian,,21st-century classical
Sigurd_Berge,Sigurd Berge,1929,2002,Norwegian,,21st-century classical
Lawrence_Dillon,Lawrence Dillon,1959,,American,,21st-century classical
Emma_Lou_Diemer,Emma Lou Diemer,1927,,American,,21st-century classical
Robert_Cuckson,Robert Cuckson,1942,,American,,21st-century classical
Jean-Luc_Darbellay,Jean-Luc Darbellay,1946,,Swiss,,21st-century classical
Fabrizio_De_Rossi_Re,Fabrizio De Rossi Re,1960,,Italian,,21st-century classical
Frank_Denyer,Frank Denyer,1943,,English,,21st-century classical
Manuel_De_Sica,Manuel De Sica,1949,2014,Italian,,21st-century classical
Jon_Deak,Jon Deak,1943,,American,,21st-century classical
Don_Davis_(composer),Don Davis,1957,,American,,21st-century classical
Dustin_O'Halloran,Dustin O'Halloran,1971,,American,,21st-century classical
Rosephanye_Powell,Rosephanye Powell,1962,,American,,21st-century classical
Edwin_Penhorwood,Edwin Penhorwood,1939,,American,,21st-century classical
Jeannie_G._Pool,Jeannie G. Pool,1951,,American,,21st-century classical
Robert_Paterson_(composer),Robert Paterson,1970,,American,,21st-century classical
Aaron_Novik,Aaron Novik,1974,,American,,21st-century classical
Mark_Nichols_(composer),Mark Nichols,1964,,American,,21st-century classical
Peter_Niedmann,Peter Niedmann,1960,,American,,21st-century classical
Brent_Michael_Davids,Brent Michael Davids,1959,,American,,21st-century classical
